epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,537.739,0.6283,0.55227,0.9507,0.79537,0.66873,0.72795,0.53816,0.86981,0.77569,1.04983,0.000519121,0.000519121,0.000519121
69,545.54,0.63976,0.55192,0.96314,0.6902,0.86239,0.77773,0.58194,0.79297,0.62662,0.94206,0.00051857,0.00051857,0.00051857
70,553.238,0.66138,0.57978,0.96864,0.74796,0.75821,0.78845,0.6065,0.77752,0.62158,0.93331,0.00051802,0.00051802,0.00051802
71,561,0.64566,0.56146,0.9624,0.76099,0.73585,0.78679,0.58697,0.75921,0.69207,0.93063,0.000517469,0.000517469,0.000517469
72,568.781,0.65232,0.56387,0.95902,0.81883,0.68122,0.75959,0.5734,0.78186,0.65922,0.93348,0.000516919,0.000516919,0.000516919
73,576.5,0.63534,0.53899,0.95596,0.75718,0.75901,0.7727,0.58474,0.77078,0.62012,0.94199,0.000516368,0.000516368,0.000516368
74,584.206,0.64554,0.56974,0.96199,0.77993,0.71586,0.76418,0.57866,0.75457,0.65183,0.93125,0.000515818,0.000515818,0.000515818
75,591.941,0.63913,0.55853,0.95379,0.78513,0.69919,0.73635,0.56403,0.76666,0.66984,0.92532,0.000515267,0.000515267,0.000515267
76,599.661,0.6241,0.53534,0.95332,0.72345,0.71569,0.72513,0.56151,0.74206,0.64967,0.92591,0.000514717,0.000514717,0.000514717
77,607.383,0.63721,0.54535,0.96006,0.7856,0.71295,0.7442,0.57179,0.76181,0.63328,0.91961,0.000514167,0.000514167,0.000514167
78,615.201,0.63008,0.54503,0.95827,0.81032,0.73208,0.78462,0.59046,0.77093,0.6336,0.93453,0.000513616,0.000513616,0.000513616
79,622.9,0.64217,0.5386,0.95972,0.77355,0.6809,0.72072,0.55339,0.76408,0.67916,0.93608,0.000513066,0.000513066,0.000513066
80,630.692,0.62946,0.54441,0.95313,0.74526,0.66942,0.73264,0.55536,0.74902,0.67235,0.93457,0.000512515,0.000512515,0.000512515
81,638.426,0.62153,0.53694,0.95173,0.7967,0.6992,0.73178,0.56873,0.73748,0.64139,0.91561,0.000511965,0.000511965,0.000511965
82,646.214,0.61933,0.52161,0.94343,0.7556,0.6885,0.72965,0.54287,0.79782,0.67189,0.93299,0.000511414,0.000511414,0.000511414
83,653.907,0.62067,0.52634,0.94437,0.85506,0.71719,0.76185,0.59907,0.71544,0.58534,0.91516,0.000510864,0.000510864,0.000510864
84,661.677,0.61132,0.52286,0.94455,0.7341,0.63934,0.66044,0.43766,1.10359,0.86811,1.4327,0.000510313,0.000510313,0.000510313
85,669.444,0.62725,0.53768,0.95163,0.75244,0.69809,0.71602,0.54706,0.76535,0.65977,0.92025,0.000509763,0.000509763,0.000509763
86,677.284,0.62587,0.53108,0.9466,0.73861,0.67399,0.7298,0.55557,0.75757,0.66477,0.93823,0.000509213,0.000509213,0.000509213
87,685.012,0.61659,0.51842,0.94148,0.84982,0.71312,0.78693,0.59346,0.73305,0.60607,0.91915,0.000508662,0.000508662,0.000508662
88,692.771,0.60838,0.52115,0.94413,0.67849,0.79791,0.7565,0.57079,0.73002,0.63293,0.92778,0.000508112,0.000508112,0.000508112
89,700.556,0.61829,0.52511,0.94837,0.69871,0.72493,0.75545,0.57801,0.76568,0.63008,0.93809,0.000507561,0.000507561,0.000507561
90,708.293,0.61205,0.5012,0.94284,0.76915,0.7322,0.74315,0.57646,0.71635,0.63083,0.91714,0.000507011,0.000507011,0.000507011
91,716.016,0.6278,0.51396,0.94597,0.75792,0.70382,0.75514,0.56479,0.76743,0.67139,0.93055,0.00050646,0.00050646,0.00050646
92,723.75,0.6047,0.50464,0.93916,0.80498,0.72048,0.75462,0.59142,0.73501,0.636,0.91959,0.00050591,0.00050591,0.00050591
93,731.482,0.62627,0.53846,0.95642,0.74884,0.85082,0.80992,0.59829,0.75151,0.6054,0.91802,0.00050536,0.00050536,0.00050536
94,739.242,0.61647,0.52217,0.94941,0.70746,0.74875,0.76996,0.5993,0.71468,0.62471,0.92013,0.000504809,0.000504809,0.000504809
95,747.063,0.61336,0.52064,0.9399,0.83495,0.75445,0.79004,0.58774,0.79988,0.64386,0.95695,0.000504259,0.000504259,0.000504259
96,754.796,0.60357,0.5046,0.93442,0.84227,0.70041,0.77337,0.58258,0.74606,0.63566,0.92092,0.000503708,0.000503708,0.000503708
97,762.461,0.61595,0.50523,0.9429,0.71765,0.69479,0.75862,0.56494,0.73637,0.64873,0.91979,0.000503158,0.000503158,0.000503158
98,770.166,0.60811,0.51103,0.94059,0.78521,0.67633,0.75123,0.55681,0.73441,0.65112,0.91813,0.000502607,0.000502607,0.000502607
99,777.876,0.61279,0.52001,0.94812,0.78819,0.70161,0.74405,0.56113,0.74437,0.6305,0.92054,0.000502057,0.000502057,0.000502057
100,785.565,0.60243,0.5033,0.93636,0.80314,0.70479,0.73883,0.56036,0.79341,0.65114,0.9589,0.000501506,0.000501506,0.000501506
101,793.318,0.60533,0.49649,0.93563,0.81013,0.64697,0.70363,0.53105,0.74375,0.68443,0.92662,0.000500956,0.000500956,0.000500956
102,801.091,0.59043,0.49106,0.93766,0.8047,0.74216,0.77793,0.59358,0.71397,0.60935,0.91633,0.000500406,0.000500406,0.000500406
103,808.891,0.60074,0.49756,0.93102,0.79696,0.69401,0.7341,0.55157,0.71905,0.64221,0.91709,0.000499855,0.000499855,0.000499855
104,816.673,0.5988,0.49189,0.9321,0.82777,0.71638,0.74308,0.56991,0.72993,0.60493,0.9083,0.000499305,0.000499305,0.000499305
105,824.366,0.60187,0.48158,0.931,0.85407,0.71635,0.7698,0.58626,0.74185,0.5934,0.92098,0.000498754,0.000498754,0.000498754
106,832.183,0.60437,0.48634,0.94237,0.64876,0.8094,0.75584,0.57729,0.73492,0.62368,0.91571,0.000498204,0.000498204,0.000498204
107,839.916,0.59739,0.49278,0.93675,0.81886,0.70782,0.81869,0.57202,0.80809,0.656,0.96197,0.000497653,0.000497653,0.000497653
108,847.708,0.5905,0.47871,0.93331,0.84027,0.71951,0.76141,0.57486,0.71802,0.62764,0.90876,0.000497103,0.000497103,0.000497103
109,855.461,0.59044,0.4678,0.92721,0.78527,0.68947,0.7593,0.56477,0.76077,0.65695,0.92902,0.000496552,0.000496552,0.000496552
110,863.258,0.58928,0.47322,0.92646,0.8438,0.64697,0.72331,0.54929,0.77022,0.66053,0.92635,0.000496002,0.000496002,0.000496002
111,871.102,0.58831,0.48173,0.93062,0.68788,0.83638,0.8131,0.58495,0.71361,0.60232,0.90676,0.000495452,0.000495452,0.000495452
112,878.85,0.58836,0.48406,0.92912,0.82899,0.69664,0.78318,0.57908,0.74517,0.62046,0.91939,0.000494901,0.000494901,0.000494901
113,886.637,0.59335,0.48304,0.9295,0.75051,0.78623,0.78847,0.58669,0.71813,0.62404,0.91281,0.000494351,0.000494351,0.000494351
114,894.429,0.59109,0.47956,0.93121,0.78988,0.72586,0.78351,0.59819,0.70707,0.59879,0.90255,0.0004938,0.0004938,0.0004938
115,902.253,0.58506,0.48518,0.93458,0.70152,0.84272,0.77422,0.5852,0.73176,0.63326,0.92948,0.00049325,0.00049325,0.00049325
116,910.136,0.59566,0.48715,0.93449,0.82799,0.69545,0.75207,0.57967,0.73099,0.62948,0.91476,0.000492699,0.000492699,0.000492699
117,917.973,0.60108,0.48797,0.93265,0.82208,0.69778,0.74927,0.58065,0.72868,0.62107,0.91114,0.000492149,0.000492149,0.000492149
118,925.706,0.58106,0.48964,0.92848,0.72146,0.75441,0.74959,0.55738,0.73001,0.65907,0.91653,0.000491599,0.000491599,0.000491599
119,933.475,0.57679,0.46271,0.93085,0.81517,0.6967,0.75363,0.56974,0.71943,0.64063,0.9143,0.000491048,0.000491048,0.000491048
120,941.223,0.57359,0.46837,0.92328,0.75782,0.74381,0.72881,0.55079,0.71305,0.6605,0.91124,0.000490498,0.000490498,0.000490498
121,948.917,0.5865,0.48246,0.93296,0.77458,0.79196,0.83077,0.59536,0.71974,0.61661,0.90848,0.000489947,0.000489947,0.000489947
122,956.623,0.58164,0.4608,0.91648,0.82286,0.69182,0.75964,0.56916,0.71924,0.65103,0.90917,0.000489397,0.000489397,0.000489397
123,964.42,0.58361,0.47368,0.92853,0.70651,0.8129,0.76757,0.55441,0.80103,0.65911,0.96754,0.000488846,0.000488846,0.000488846
124,972.454,0.59002,0.47489,0.93247,0.68554,0.80189,0.74024,0.55687,0.70516,0.61829,0.90313,0.000488296,0.000488296,0.000488296
125,980.374,0.58422,0.47527,0.92781,0.76399,0.79214,0.82189,0.59208,0.72452,0.64309,0.92221,0.000487745,0.000487745,0.000487745
126,988.281,0.58891,0.46516,0.92645,0.80047,0.66368,0.72459,0.55379,0.73504,0.67753,0.92389,0.000487195,0.000487195,0.000487195
127,996.05,0.58438,0.46594,0.9244,0.81872,0.74279,0.76592,0.5938,0.71932,0.60611,0.90267,0.000486645,0.000486645,0.000486645
128,1003.75,0.5693,0.44496,0.92131,0.81397,0.75246,0.76396,0.59227,0.73302,0.60774,0.91822,0.000486094,0.000486094,0.000486094
129,1011.53,0.59072,0.47438,0.93123,0.80574,0.73097,0.7489,0.57809,0.70471,0.59506,0.90992,0.000485544,0.000485544,0.000485544
130,1019.12,0.58254,0.45486,0.92522,0.74697,0.67477,0.72743,0.55711,0.7156,0.62551,0.90779,0.000484993,0.000484993,0.000484993
131,1026.71,0.57487,0.46316,0.92302,0.66954,0.64649,0.70473,0.5011,0.93323,0.77804,1.16164,0.000484443,0.000484443,0.000484443
132,1034.32,0.56519,0.45444,0.91936,0.82504,0.68744,0.74238,0.56736,0.69763,0.61345,0.90846,0.000483892,0.000483892,0.000483892
133,1041.92,0.57467,0.45793,0.91986,0.79052,0.6919,0.72865,0.55115,0.73733,0.63025,0.91621,0.000483342,0.000483342,0.000483342
134,1049.53,0.57685,0.45793,0.92,0.69154,0.76101,0.75389,0.58414,0.68767,0.61545,0.90209,0.000482791,0.000482791,0.000482791
135,1057.36,0.59141,0.47224,0.92906,0.67525,0.68329,0.71991,0.54063,0.73257,0.65619,0.92091,0.000482241,0.000482241,0.000482241
136,1065.17,0.56454,0.44499,0.92317,0.68113,0.79201,0.79408,0.56755,0.71954,0.62696,0.90203,0.000481691,0.000481691,0.000481691
137,1072.88,0.58218,0.45998,0.93057,0.76701,0.756,0.77187,0.57386,0.71799,0.6116,0.90128,0.00048114,0.00048114,0.00048114
138,1080.62,0.57419,0.46032,0.92518,0.69139,0.7795,0.7282,0.56319,0.69949,0.62329,0.90186,0.00048059,0.00048059,0.00048059
139,1088.27,0.57453,0.45374,0.92509,0.75915,0.64392,0.69544,0.49637,0.87503,0.76411,1.02205,0.000480039,0.000480039,0.000480039
140,1096.1,0.57712,0.45273,0.92307,0.81327,0.70222,0.73743,0.56366,0.72698,0.61748,0.91045,0.000479489,0.000479489,0.000479489
141,1103.78,0.57787,0.45711,0.9272,0.82058,0.71219,0.75054,0.56825,0.7038,0.60399,0.90438,0.000478938,0.000478938,0.000478938
142,1111.54,0.57548,0.45473,0.92571,0.75817,0.7949,0.76252,0.58503,0.70179,0.61367,0.8984,0.000478388,0.000478388,0.000478388
143,1119.39,0.5596,0.43092,0.9172,0.80511,0.80335,0.82342,0.58981,0.70756,0.61362,0.89649,0.000477838,0.000477838,0.000477838
144,1127.04,0.56796,0.44438,0.91894,0.69679,0.75547,0.74979,0.5686,0.70476,0.61087,0.91021,0.000477287,0.000477287,0.000477287
145,1134.6,0.56545,0.44513,0.9294,0.69725,0.76557,0.71106,0.5501,0.70859,0.65347,0.90609,0.000476737,0.000476737,0.000476737
146,1142.2,0.5617,0.44278,0.92517,0.75636,0.80463,0.77735,0.58715,0.68706,0.6075,0.89694,0.000476186,0.000476186,0.000476186
147,1149.87,0.55508,0.43306,0.92105,0.80433,0.71651,0.75245,0.58701,0.68995,0.60393,0.89694,0.000475636,0.000475636,0.000475636
148,1157.49,0.56556,0.44155,0.921,0.85604,0.70096,0.76346,0.58592,0.72173,0.59125,0.90863,0.000475085,0.000475085,0.000475085
149,1165.12,0.56283,0.43376,0.92013,0.77049,0.70138,0.7236,0.54449,0.75203,0.65915,0.9143,0.000474535,0.000474535,0.000474535
150,1172.78,0.575,0.44028,0.91859,0.77634,0.77896,0.8007,0.55904,0.77251,0.62822,0.9169,0.000473984,0.000473984,0.000473984
151,1180.45,0.57876,0.45304,0.92409,0.79804,0.77552,0.81023,0.58733,0.69367,0.60691,0.90107,0.000473434,0.000473434,0.000473434
152,1188.17,0.56697,0.4436,0.92253,0.71686,0.67976,0.70824,0.53515,0.74763,0.65387,0.92134,0.000472884,0.000472884,0.000472884
153,1195.88,0.56264,0.43825,0.91335,0.72485,0.79736,0.73214,0.56146,0.702,0.60645,0.89625,0.000472333,0.000472333,0.000472333
154,1203.57,0.56384,0.4287,0.91821,0.7572,0.80649,0.82699,0.60006,0.71293,0.57738,0.89748,0.000471783,0.000471783,0.000471783
155,1211.38,0.55074,0.4204,0.90891,0.83008,0.72575,0.79399,0.59482,0.70545,0.5661,0.89668,0.000471232,0.000471232,0.000471232
156,1219.18,0.54854,0.41632,0.91388,0.71738,0.78933,0.79817,0.57339,0.69577,0.61113,0.89714,0.000470682,0.000470682,0.000470682
157,1226.96,0.56094,0.45449,0.91567,0.76216,0.70567,0.76519,0.59146,0.69536,0.58427,0.89342,0.000470131,0.000470131,0.000470131
158,1234.82,0.55651,0.44353,0.91606,0.81625,0.71055,0.75585,0.57999,0.71494,0.60571,0.90647,0.000469581,0.000469581,0.000469581
159,1242.6,0.56984,0.44379,0.91713,0.77265,0.70364,0.73789,0.56095,0.72724,0.60911,0.91077,0.00046903,0.00046903,0.00046903
160,1250.31,0.55676,0.43147,0.91829,0.84035,0.68717,0.7509,0.56546,0.7344,0.59384,0.92027,0.00046848,0.00046848,0.00046848
161,1258.03,0.55101,0.43057,0.91606,0.77155,0.71122,0.734,0.55424,0.70456,0.61049,0.90318,0.00046793,0.00046793,0.00046793
162,1265.72,0.54894,0.43845,0.9138,0.66545,0.73604,0.77204,0.56521,0.70477,0.61592,0.89756,0.000467379,0.000467379,0.000467379
163,1273.5,0.55726,0.42529,0.91706,0.69959,0.80066,0.77495,0.58654,0.69712,0.60991,0.90631,0.000466829,0.000466829,0.000466829
164,1281.3,0.5422,0.41789,0.90785,0.72219,0.70007,0.73834,0.56834,0.71058,0.63282,0.90644,0.000466278,0.000466278,0.000466278
165,1289.11,0.55188,0.43074,0.91309,0.80987,0.66846,0.70629,0.55637,0.69632,0.64912,0.90686,0.000465728,0.000465728,0.000465728
166,1296.88,0.54383,0.42149,0.91158,0.77946,0.771,0.76706,0.57609,0.69997,0.61907,0.89775,0.000465177,0.000465177,0.000465177
167,1304.52,0.55705,0.42916,0.91939,0.80226,0.76556,0.81177,0.58398,0.70026,0.61901,0.90141,0.000464627,0.000464627,0.000464627
168,1312.15,0.54664,0.4243,0.91479,0.74169,0.74219,0.77687,0.56037,0.70412,0.66867,0.896,0.000464077,0.000464077,0.000464077
169,1319.87,0.56165,0.44161,0.91771,0.83456,0.69477,0.73564,0.56122,0.71001,0.63497,0.90189,0.000463526,0.000463526,0.000463526
170,1327.58,0.55266,0.42581,0.91508,0.83043,0.68796,0.73732,0.56015,0.71532,0.60466,0.91107,0.000462976,0.000462976,0.000462976
