epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,615.176,0.60492,0.47482,0.91718,0.83626,0.80182,0.85659,0.65015,0.81009,0.679,0.96964,0.00036885,0.00036885,0.00036885
172,618.743,0.60195,0.47957,0.91763,0.85909,0.76905,0.83623,0.61471,0.84746,0.73097,0.98564,0.00036775,0.00036775,0.00036775
173,622.304,0.59038,0.45663,0.91673,0.89197,0.75436,0.84369,0.61927,0.83291,0.68457,0.98107,0.000366649,0.000366649,0.000366649
174,625.861,0.59208,0.44769,0.9141,0.84513,0.78551,0.83973,0.63002,0.83094,0.68627,0.97943,0.000365548,0.000365548,0.000365548
175,629.424,0.59777,0.46413,0.93024,0.8064,0.76585,0.82683,0.61866,0.84184,0.73761,0.97977,0.000364447,0.000364447,0.000364447
176,632.968,0.61169,0.48699,0.91991,0.89366,0.75243,0.83656,0.63184,0.80885,0.72468,0.97447,0.000363346,0.000363346,0.000363346
177,636.492,0.61114,0.46938,0.92659,0.84328,0.7795,0.84802,0.63607,0.77947,0.6694,0.96204,0.000362245,0.000362245,0.000362245
178,640.011,0.58919,0.45989,0.917,0.85691,0.77077,0.83994,0.62629,0.82192,0.72718,0.9772,0.000361144,0.000361144,0.000361144
179,643.544,0.59464,0.4602,0.91957,0.85839,0.77234,0.8367,0.62127,0.83157,0.74346,0.97852,0.000360043,0.000360043,0.000360043
180,647.097,0.57909,0.44663,0.91424,0.86191,0.76131,0.82752,0.62347,0.8063,0.73159,0.96736,0.000358942,0.000358942,0.000358942
181,650.624,0.57493,0.43826,0.91021,0.83111,0.7784,0.82219,0.61579,0.80366,0.74045,0.97378,0.000357842,0.000357842,0.000357842
